UserID,Item,Rating,App,Data,Ease,Class,Semester,Lockdown
1028,25,3,4,4,3,DA,Fall,PRE
1028,26,4,4,4,4,DA,Fall,PRE
1028,27,5,5,5,5,DA,Fall,PRE
1028,28,4,5,4,4,DA,Fall,PRE
1028,30,4,4,4,4,DA,Fall,PRE
1028,32,5,5,5,4,DA,Fall,PRE
1028,35,4,4,4,3,DA,Fall,PRE
1028,37,5,5,5,4,DA,Fall,PRE
1028,40,5,5,4,4,DA,Fall,PRE
1028,49,5,5,4,4,DA,Fall,PRE
1028,51,4,3,3,3,DA,Fall,PRE
1028,58,4,4,4,4,DA,Fall,PRE
1028,60,3,3,3,3,DA,Fall,PRE
1028,61,5,4,4,4,DA,Fall,PRE
1028,62,4,3,3,4,DA,Fall,PRE
1028,63,4,4,4,3,DA,Fall,PRE
1028,69,4,4,4,4,DA,Fall,PRE
1028,29,2,1,2,2,DA,Fall,PRE
1028,46,2,2,2,2,DA,Fall,PRE
1028,68,1,1,2,2,DA,Fall,PRE
1146,21,4,4,4,4,DA,Fall,PRE
1146,25,3,4,4,3,DA,Fall,PRE
1146,26,4,4,4,4,DA,Fall,PRE
1146,27,5,5,5,5,DA,Fall,PRE
1146,28,4,5,4,4,DA,Fall,PRE
1146,30,4,4,4,4,DA,Fall,PRE
1146,32,5,5,5,4,DA,Fall,PRE
1146,35,4,4,4,3,DA,Fall,PRE
1146,37,5,5,5,4,DA,Fall,PRE
1146,40,5,5,4,4,DA,Fall,PRE
1146,49,5,5,4,4,DA,Fall,PRE
1146,51,4,3,3,3,DA,Fall,PRE
1146,58,4,4,4,4,DA,Fall,PRE
1146,60,3,3,3,3,DA,Fall,PRE
1146,61,5,4,4,4,DA,Fall,PRE
1146,62,4,3,3,4,DA,Fall,PRE
1146,63,4,4,4,3,DA,Fall,PRE
1146,69,4,4,4,4,DA,Fall,PRE
1146,29,2,1,2,2,DA,Fall,PRE
1146,46,2,2,2,2,DA,Fall,PRE
1146,68,1,1,2,2,DA,Fall,PRE
1390,32,4,5,5,5,DA,Fall,PRE
1390,60,4,4,5,5,DA,Fall,PRE
1390,69,4,4,5,5,DA,Fall,PRE
1390,27,1,2,2,2,DA,Fall,PRE
1390,29,1,2,2,2,DA,Fall,PRE
1390,52,2,2,2,2,DA,Fall,PRE
1284,21,5,4,4,4,DA,Fall,PRE
1284,23,4,4,4,4,DA,Fall,PRE
1284,28,5,5,4,5,DA,Fall,PRE
1284,30,5,5,5,5,DA,Fall,PRE
1284,32,4,5,4,4,DA,Fall,PRE
1284,34,3,4,4,3,DA,Fall,PRE
1284,36,4,4,5,4,DA,Fall,PRE
1284,42,3,3,3,3,DA,Fall,PRE
1284,49,4,3,3,3,DA,Fall,PRE
1284,55,3,3,3,3,DA,Fall,PRE
1284,59,3,3,3,3,DA,Fall,PRE
1284,48,2,2,2,2,DA,Fall,PRE
1284,64,1,1,1,2,DA,Fall,PRE
1284,68,1,1,1,1,DA,Fall,PRE
1429,26,4,5,4,4,DA,Fall,PRE
1429,31,4,4,3,4,DA,Fall,PRE
1429,32,5,5,5,4,DA,Fall,PRE
1429,37,5,5,5,4,DA,Fall,PRE
1429,47,5,4,4,4,DA,Fall,PRE
1429,55,4,4,4,4,DA,Fall,PRE
1429,22,2,1,1,2,DA,Fall,PRE
1429,49,2,3,1,2,DA,Fall,PRE
1429,60,2,2,1,2,DA,Fall,PRE
1278,23,5,5,5,4,DA,Fall,PRE
1278,40,4,5,4,4,DA,Fall,PRE
1278,66,5,5,5,3,DA,Fall,PRE
1278,25,1,1,1,1,DA,Fall,PRE
1278,29,2,2,1,1,DA,Fall,PRE
1278,31,1,2,1,1,DA,Fall,PRE
1394,40,4,5,4,4,DA,Fall,PRE
1394,42,5,5,5,5,DA,Fall,PRE
1394,49,5,5,4,4,DA,Fall,PRE
1394,64,4,4,3,5,DA,Fall,PRE
1394,69,5,4,3,4,DA,Fall,PRE
1394,29,2,3,1,1,DA,Fall,PRE
1394,31,3,3,2,1,DA,Fall,PRE
1394,36,3,1,2,2,DA,Fall,PRE
1058,21,4,5,4,4,DA,Fall,PRE
1058,30,5,5,5,4,DA,Fall,PRE
1058,38,5,5,4,4,DA,Fall,PRE
1058,23,1,1,1,1,DA,Fall,PRE
1058,25,2,1,2,1,DA,Fall,PRE
1058,64,1,1,1,1,DA,Fall,PRE
1333,46,4,4,4,4,DA,Fall,PRE
1333,65,4,4,4,4,DA,Fall,PRE
1333,69,4,4,4,4,DA,Fall,PRE
1333,21,2,2,2,2,DA,Fall,PRE
1333,25,2,2,2,2,DA,Fall,PRE
1333,44,2,2,2,2,DA,Fall,PRE
1459,25,4,4,5,3,DA,Fall,PRE
1459,39,5,5,4,4,DA,Fall,PRE
1459,69,5,4,5,5,DA,Fall,PRE
1459,46,2,3,2,3,DA,Fall,PRE
1459,51,3,2,2,1,DA,Fall,PRE
1459,64,2,1,1,2,DA,Fall,PRE
1044,21,4,4,3,3,DA,Fall,PRE
1044,22,4,4,3,3,DA,Fall,PRE
1044,25,4,4,3,3,DA,Fall,PRE
1044,30,5,5,4,4,DA,Fall,PRE
1044,49,5,5,4,3,DA,Fall,PRE
1044,52,5,4,3,4,DA,Fall,PRE
1044,59,4,4,3,3,DA,Fall,PRE
1044,62,4,4,3,4,DA,Fall,PRE
1044,63,4,4,3,3,DA,Fall,PRE
1044,69,4,4,3,3,DA,Fall,PRE
1044,70,4,4,3,4,DA,Fall,PRE
1044,23,1,2,1,1,DA,Fall,PRE
1044,39,1,2,2,2,DA,Fall,PRE
1044,43,2,1,1,1,DA,Fall,PRE
1425,31,5,5,5,4,DA,Fall,PRE
1425,49,4,5,4,4,DA,Fall,PRE
1425,69,4,5,5,4,DA,Fall,PRE
1425,22,2,1,2,2,DA,Fall,PRE
1425,29,2,1,2,2,DA,Fall,PRE
1425,39,2,1,2,2,DA,Fall,PRE
1027,21,5,5,5,4,DA,Fall,PRE
1027,25,4,3,3,5,DA,Fall,PRE
1027,40,4,3,4,5,DA,Fall,PRE
1027,49,4,5,4,4,DA,Fall,PRE
1027,56,3,4,4,4,DA,Fall,PRE
1027,69,5,5,5,4,DA,Fall,PRE
1027,27,2,2,2,2,DA,Fall,PRE
1027,28,2,3,1,3,DA,Fall,PRE
1027,30,1,1,2,3,DA,Fall,PRE
1027,48,2,3,3,2,DA,Fall,PRE
1027,53,2,2,2,2,DA,Fall,PRE
1027,64,2,1,2,3,DA,Fall,PRE
1027,68,2,1,2,2,DA,Fall,PRE
1091,54,4,4,4,4,DA,Fall,PRE
1091,58,4,4,4,4,DA,Fall,PRE
1091,62,4,4,4,4,DA,Fall,PRE
1091,28,2,2,2,2,DA,Fall,PRE
1091,64,2,2,2,2,DA,Fall,PRE
1091,68,2,2,2,2,DA,Fall,PRE
1171,22,5,5,5,5,DA,Fall,PRE
1171,27,5,5,5,4,DA,Fall,PRE
1171,30,4,4,4,4,DA,Fall,PRE
1171,32,4,4,4,5,DA,Fall,PRE
1171,37,3,3,4,4,DA,Fall,PRE
1171,38,4,4,4,5,DA,Fall,PRE
1171,44,5,5,4,5,DA,Fall,PRE
1171,49,5,5,5,5,DA,Fall,PRE
1171,51,4,4,5,4,DA,Fall,PRE
1171,59,5,5,5,5,DA,Fall,PRE
1171,48,3,3,3,3,DA,Fall,PRE
1171,53,3,3,3,3,DA,Fall,PRE
1171,60,3,3,3,3,DA,Fall,PRE
1168,25,4,4,4,4,DA,Fall,PRE
1168,28,3,3,3,4,DA,Fall,PRE
1168,32,5,5,4,4,DA,Fall,PRE
1168,47,4,5,5,3,DA,Fall,PRE
1168,57,5,5,4,4,DA,Fall,PRE
1168,36,2,2,3,2,DA,Fall,PRE
1168,40,3,1,2,1,DA,Fall,PRE
1168,43,3,1,2,1,DA,Fall,PRE
1168,61,1,3,1,2,DA,Fall,PRE
1168,64,1,1,1,2,DA,Fall,PRE
1102,21,3,4,3,3,DA,Fall,PRE
1102,26,4,4,4,3,DA,Fall,PRE
1102,38,5,5,5,5,DA,Fall,PRE
1102,41,5,5,5,3,DA,Fall,PRE
1102,44,3,4,3,3,DA,Fall,PRE
1102,47,3,3,3,3,DA,Fall,PRE
1102,54,4,4,4,3,DA,Fall,PRE
1102,24,1,1,1,1,DA,Fall,PRE
1102,29,2,2,2,2,DA,Fall,PRE
1102,31,2,3,1,1,DA,Fall,PRE
1340,25,4,4,4,4,DA,Fall,PRE
1340,32,4,4,4,4,DA,Fall,PRE
1340,33,4,4,4,4,DA,Fall,PRE
1340,24,2,2,2,2,DA,Fall,PRE
1340,27,2,2,1,2,DA,Fall,PRE
1340,50,2,2,2,2,DA,Fall,PRE
1400,21,5,5,5,4,DA,Fall,PRE
1400,32,5,5,4,4,DA,Fall,PRE
1400,38,5,5,4,4,DA,Fall,PRE
1400,57,5,5,5,4,DA,Fall,PRE
1400,25,3,3,3,3,DA,Fall,PRE
1400,28,3,2,3,3,DA,Fall,PRE
1400,31,3,3,3,3,DA,Fall,PRE
1167,24,3,4,4,4,DA,Fall,PRE
1167,26,5,4,3,4,DA,Fall,PRE
1167,30,4,5,4,4,DA,Fall,PRE
1167,35,4,5,5,4,DA,Fall,PRE
1167,36,5,5,5,5,DA,Fall,PRE
1167,38,5,4,5,5,DA,Fall,PRE
1167,46,5,4,5,5,DA,Fall,PRE
1167,47,3,4,4,4,DA,Fall,PRE
1167,56,4,5,4,4,DA,Fall,PRE
1167,44,1,2,1,1,DA,Fall,PRE
1167,49,2,2,1,1,DA,Fall,PRE
1167,51,3,1,2,2,DA,Fall,PRE
1024,21,5,5,5,4,DA,Fall,PRE
1024,27,5,5,5,4,DA,Fall,PRE
1024,30,5,5,5,5,DA,Fall,PRE
1024,31,5,5,5,4,DA,Fall,PRE
1024,37,4,4,5,4,DA,Fall,PRE
1024,40,5,5,5,5,DA,Fall,PRE
1024,41,5,5,5,5,DA,Fall,PRE
1024,44,4,5,5,5,DA,Fall,PRE
1024,49,4,5,5,4,DA,Fall,PRE
1024,50,5,4,5,4,DA,Fall,PRE
1024,55,5,4,5,4,DA,Fall,PRE
1024,56,5,5,5,5,DA,Fall,PRE
1024,59,5,5,5,5,DA,Fall,PRE
1024,61,5,5,5,4,DA,Fall,PRE
1024,62,5,4,5,5,DA,Fall,PRE
1024,63,5,4,5,5,DA,Fall,PRE
1024,66,5,5,5,5,DA,Fall,PRE
1024,69,5,5,5,5,DA,Fall,PRE
1024,70,5,5,5,4,DA,Fall,PRE
1024,22,3,3,3,3,DA,Fall,PRE
1024,23,2,2,2,2,DA,Fall,PRE
1024,24,2,2,2,2,DA,Fall,PRE
1108,30,5,5,5,5,DA,Fall,PRE
1108,32,5,5,4,5,DA,Fall,PRE
1108,56,4,5,4,4,DA,Fall,PRE
1108,22,2,2,2,2,DA,Fall,PRE
1108,27,1,1,1,1,DA,Fall,PRE
1108,34,2,2,2,2,DA,Fall,PRE
1108,39,3,3,3,3,DA,Fall,PRE
1268,30,4,5,4,4,DA,Fall,PRE
1268,32,5,5,4,4,DA,Fall,PRE
1268,56,4,4,4,4,DA,Fall,PRE
1268,22,1,1,2,2,DA,Fall,PRE
1268,27,2,2,2,2,DA,Fall,PRE
1268,39,2,3,2,2,DA,Fall,PRE
1223,54,5,5,4,5,DA,Fall,PRE
1223,58,4,4,4,4,DA,Fall,PRE
1223,69,5,4,4,4,DA,Fall,PRE
1223,24,1,1,1,2,DA,Fall,PRE
1223,31,1,1,1,2,DA,Fall,PRE
1223,45,1,1,1,2,DA,Fall,PRE
1193,31,4,4,3,5,DA,Fall,PRE
1193,41,4,5,4,5,DA,Fall,PRE
1193,62,4,4,4,4,DA,Fall,PRE
1193,21,3,2,3,3,DA,Fall,PRE
1193,38,2,2,2,2,DA,Fall,PRE
1193,51,2,2,3,2,DA,Fall,PRE
1345,21,5,5,4,5,DA,Fall,PRE
1345,23,5,5,4,4,DA,Fall,PRE
1345,25,4,5,3,4,DA,Fall,PRE
1345,32,5,5,3,5,DA,Fall,PRE
1345,33,5,5,3,5,DA,Fall,PRE
1345,34,5,5,3,5,DA,Fall,PRE
1345,49,5,5,3,4,DA,Fall,PRE
1345,54,5,5,4,5,DA,Fall,PRE
1345,56,5,5,3,5,DA,Fall,PRE
1345,58,5,5,3,5,DA,Fall,PRE
1345,63,5,5,4,5,DA,Fall,PRE
1345,69,5,5,4,5,DA,Fall,PRE
1345,24,2,2,2,3,DA,Fall,PRE
1345,26,1,2,2,2,DA,Fall,PRE
1345,27,1,2,2,3,DA,Fall,PRE
1345,31,2,2,2,3,DA,Fall,PRE
1345,38,1,2,2,3,DA,Fall,PRE
1406,24,3,4,3,4,DA,Fall,PRE
1406,26,5,5,5,5,DA,Fall,PRE
1406,30,4,4,5,4,DA,Fall,PRE
1406,35,4,5,5,5,DA,Fall,PRE
1406,36,4,4,5,4,DA,Fall,PRE
1406,38,4,4,4,4,DA,Fall,PRE
1406,46,4,4,5,4,DA,Fall,PRE
1406,47,5,5,5,4,DA,Fall,PRE
1406,54,5,5,4,5,DA,Fall,PRE
1406,56,5,5,4,4,DA,Fall,PRE
1406,57,5,5,5,5,DA,Fall,PRE
1406,61,2,3,2,2,DA,Fall,PRE
1406,64,2,2,2,3,DA,Fall,PRE
1406,68,2,3,2,2,DA,Fall,PRE
1460,23,5,5,5,4,DA,Fall,PRE
1460,40,5,5,5,4,DA,Fall,PRE
1460,58,5,4,5,4,DA,Fall,PRE
1460,31,2,2,3,3,DA,Fall,PRE
1460,39,2,2,3,3,DA,Fall,PRE
1460,53,1,2,2,2,DA,Fall,PRE
1382,41,4,4,4,4,DA,Fall,PRE
1382,49,4,4,4,4,DA,Fall,PRE
1382,58,5,5,4,4,DA,Fall,PRE
1382,21,2,2,2,2,DA,Fall,PRE
1382,24,2,2,2,2,DA,Fall,PRE
1382,25,2,2,2,2,DA,Fall,PRE
1309,25,4,4,3,3,DA,Fall,PRE
1309,35,5,3,3,4,DA,Fall,PRE
1309,65,3,4,4,3,DA,Fall,PRE
1309,21,1,2,2,2,DA,Fall,PRE
1309,22,2,2,1,1,DA,Fall,PRE
1309,33,2,2,2,3,DA,Fall,PRE
1372,21,5,5,4,3,DA,Fall,PRE
1372,25,4,4,3,4,DA,Fall,PRE
1372,26,4,5,4,3,DA,Fall,PRE
1372,27,4,3,3,4,DA,Fall,PRE
1372,28,3,4,3,4,DA,Fall,PRE
1372,30,5,5,4,3,DA,Fall,PRE
1372,32,4,4,3,3,DA,Fall,PRE
1372,35,4,3,3,4,DA,Fall,PRE
1372,37,4,4,3,3,DA,Fall,PRE
1372,40,4,4,3,3,DA,Fall,PRE
1372,29,2,2,2,2,DA,Fall,PRE
1372,46,2,3,2,2,DA,Fall,PRE
1372,68,2,2,2,2,DA,Fall,PRE
1180,25,4,3,5,4,DA,Fall,PRE
1180,58,5,4,5,4,DA,Fall,PRE
1180,61,4,5,4,4,DA,Fall,PRE
1180,22,2,2,2,2,DA,Fall,PRE
1180,29,1,3,3,2,DA,Fall,PRE
1180,39,1,2,3,2,DA,Fall,PRE
1261,21,5,5,5,3,DA,Fall,PRE
1261,25,5,5,5,3,DA,Fall,PRE
1261,30,5,5,5,3,DA,Fall,PRE
1261,32,5,5,5,3,DA,Fall,PRE
1261,36,5,5,5,3,DA,Fall,PRE
1261,49,5,5,5,3,DA,Fall,PRE
1261,26,1,1,1,1,DA,Fall,PRE
1261,27,1,1,1,1,DA,Fall,PRE
1261,33,1,1,1,1,DA,Fall,PRE
1315,31,5,5,4,5,DA,Fall,PRE
1315,41,5,4,4,5,DA,Fall,PRE
1315,69,4,4,4,5,DA,Fall,PRE
1315,21,2,1,1,1,DA,Fall,PRE
1315,25,2,1,1,1,DA,Fall,PRE
1315,29,2,1,1,1,DA,Fall,PRE
1212,28,5,5,5,4,DA,Fall,PRE
1212,41,5,5,4,4,DA,Fall,PRE
1212,61,4,5,5,4,DA,Fall,PRE
1212,22,3,2,3,2,DA,Fall,PRE
1212,27,3,2,3,2,DA,Fall,PRE
1212,53,2,2,3,2,DA,Fall,PRE
1360,25,4,4,4,4,DA,Fall,PRE
1360,26,5,5,4,4,DA,Fall,PRE
1360,28,5,4,5,4,DA,Fall,PRE
1360,33,5,4,4,4,DA,Fall,PRE
1360,34,4,5,5,5,DA,Fall,PRE
1360,42,5,5,5,5,DA,Fall,PRE
1360,46,4,4,4,4,DA,Fall,PRE
1360,49,5,5,5,5,DA,Fall,PRE
1360,60,5,4,4,4,DA,Fall,PRE
1360,64,4,3,3,3,DA,Fall,PRE
1360,65,5,5,5,4,DA,Fall,PRE
1360,69,4,4,5,5,DA,Fall,PRE
1360,70,4,5,4,4,DA,Fall,PRE
1360,24,2,1,1,1,DA,Fall,PRE
1360,52,1,1,1,2,DA,Fall,PRE
1360,61,2,2,2,1,DA,Fall,PRE
1074,21,4,4,5,5,DA,Fall,PRE
1074,32,3,4,4,5,DA,Fall,PRE
1074,41,5,5,5,4,DA,Fall,PRE
1074,45,2,3,3,2,DA,Fall,PRE
1074,57,1,2,3,3,DA,Fall,PRE
1074,64,1,1,3,3,DA,Fall,PRE
1036,21,5,5,5,3,DA,Fall,PRE
1036,39,5,5,5,4,DA,Fall,PRE
1036,56,5,5,5,4,DA,Fall,PRE
1036,22,2,1,2,1,DA,Fall,PRE
1036,27,1,1,2,1,DA,Fall,PRE
1036,45,2,1,2,1,DA,Fall,PRE
1311,40,4,5,4,4,DA,Fall,PRE
1311,42,4,4,4,5,DA,Fall,PRE
1311,49,5,5,4,5,DA,Fall,PRE
1311,69,5,4,4,5,DA,Fall,PRE
1311,22,1,2,2,3,DA,Fall,PRE
1311,24,2,2,3,2,DA,Fall,PRE
1311,26,1,1,1,3,DA,Fall,PRE
1120,21,4,5,4,4,DA,Fall,PRE
1120,25,4,5,4,4,DA,Fall,PRE
1120,58,4,5,4,4,DA,Fall,PRE
1120,39,2,1,1,1,DA,Fall,PRE
1120,41,2,1,1,1,DA,Fall,PRE
1120,48,2,1,1,1,DA,Fall,PRE
1054,21,4,5,4,4,DA,Fall,PRE
1054,32,5,4,5,5,DA,Fall,PRE
1054,34,4,5,5,5,DA,Fall,PRE
1054,48,2,2,3,3,DA,Fall,PRE
1054,49,3,2,3,2,DA,Fall,PRE
1054,50,3,3,3,3,DA,Fall,PRE
1492,25,4,5,5,5,DA,Fall,PRE
1492,26,5,4,4,5,DA,Fall,PRE
1492,27,4,5,5,5,DA,Fall,PRE
1492,33,3,2,2,1,DA,Fall,PRE
1492,34,2,2,1,1,DA,Fall,PRE
1492,35,3,2,3,1,DA,Fall,PRE
1047,26,4,4,5,5,DA,Fall,PRE
1047,30,5,5,5,5,DA,Fall,PRE
1047,36,4,5,4,4,DA,Fall,PRE
1047,41,4,4,4,4,DA,Fall,PRE
1047,49,4,4,3,3,DA,Fall,PRE
1047,21,2,3,2,3,DA,Fall,PRE
1047,22,3,2,2,2,DA,Fall,PRE
1047,29,2,3,2,3,DA,Fall,PRE
1047,66,3,2,3,2,DA,Fall,PRE
1047,68,3,2,3,2,DA,Fall,PRE
1155,26,5,4,5,5,DA,Fall,PRE
1155,30,5,5,5,5,DA,Fall,PRE
1155,36,4,5,4,4,DA,Fall,PRE
1155,41,4,4,4,4,DA,Fall,PRE
1155,49,4,5,3,3,DA,Fall,PRE
1155,21,1,2,2,2,DA,Fall,PRE
1155,29,2,1,1,2,DA,Fall,PRE
1155,39,3,2,1,1,DA,Fall,PRE
1155,51,2,3,2,2,DA,Fall,PRE
1225,26,4,4,4,4,DA,Fall,PRE
1225,49,4,4,4,4,DA,Fall,PRE
1225,55,4,4,4,4,DA,Fall,PRE
1225,21,1,3,2,2,DA,Fall,PRE
1225,30,2,1,2,2,DA,Fall,PRE
1225,35,3,1,1,1,DA,Fall,PRE
1215,41,5,5,4,4,DA,Fall,PRE
1215,49,5,5,5,4,DA,Fall,PRE
1215,58,5,5,4,4,DA,Fall,PRE
1215,22,1,1,2,1,DA,Fall,PRE
1215,23,2,1,2,1,DA,Fall,PRE
1215,29,1,1,2,1,DA,Fall,PRE
1209,23,5,5,5,4,DA,Fall,PRE
1209,32,4,4,4,4,DA,Fall,PRE
1209,33,4,5,4,4,DA,Fall,PRE
1209,62,4,5,5,4,DA,Fall,PRE
1209,21,2,2,2,2,DA,Fall,PRE
1209,22,2,2,3,2,DA,Fall,PRE
1209,52,2,1,2,2,DA,Fall,PRE
1179,21,5,4,4,3,DA,Fall,PRE
1179,23,3,3,3,3,DA,Fall,PRE
1179,26,5,4,4,3,DA,Fall,PRE
1179,30,5,5,4,3,DA,Fall,PRE
1179,31,5,5,4,3,DA,Fall,PRE
1179,49,3,4,3,3,DA,Fall,PRE
1179,59,3,5,4,3,DA,Fall,PRE
1179,22,1,1,1,1,DA,Fall,PRE
1179,25,1,1,1,1,DA,Fall,PRE
1179,29,1,1,1,1,DA,Fall,PRE
1486,21,5,5,5,4,DA,Fall,PRE
1486,49,5,4,5,4,DA,Fall,PRE
1486,62,4,5,5,4,DA,Fall,PRE
1486,23,1,2,3,2,DA,Fall,PRE
1486,37,1,2,3,2,DA,Fall,PRE
1486,45,1,1,2,2,DA,Fall,PRE
1070,31,4,5,5,4,DA,Fall,PRE
1070,61,4,5,4,4,DA,Fall,PRE
1070,69,5,5,4,4,DA,Fall,PRE
1070,23,2,1,1,2,DA,Fall,PRE
1070,48,2,1,1,2,DA,Fall,PRE
1070,53,2,1,1,2,DA,Fall,PRE
1295,21,4,4,5,4,DA,Fall,PRE
1295,31,5,5,5,4,DA,Fall,PRE
1295,40,5,4,5,4,DA,Fall,PRE
1295,22,2,3,2,2,DA,Fall,PRE
1295,28,2,3,2,1,DA,Fall,PRE
1295,35,1,3,2,2,DA,Fall,PRE
1206,25,5,5,5,5,DA,Fall,PRE
1206,30,5,5,5,5,DA,Fall,PRE
1206,34,5,5,5,5,DA,Fall,PRE
1206,40,5,5,5,5,DA,Fall,PRE
1206,49,5,5,5,5,DA,Fall,PRE
1206,56,5,5,5,5,DA,Fall,PRE
1206,62,5,5,5,5,DA,Fall,PRE
1206,63,5,5,5,5,DA,Fall,PRE
1206,23,3,2,1,2,DA,Fall,PRE
1206,27,2,3,1,2,DA,Fall,PRE
1206,29,1,2,2,2,DA,Fall,PRE
1314,21,5,4,3,3,DA,Fall,PRE
1314,33,3,5,5,5,DA,Fall,PRE
1314,49,3,4,4,4,DA,Fall,PRE
1314,69,4,4,5,5,DA,Fall,PRE
1314,70,5,5,4,4,DA,Fall,PRE
1314,24,2,2,2,2,DA,Fall,PRE
1314,25,2,3,3,3,DA,Fall,PRE
1314,36,1,2,2,2,DA,Fall,PRE
1435,26,4,4,5,5,DA,Fall,PRE
1435,30,5,5,5,5,DA,Fall,PRE
1435,36,4,5,4,4,DA,Fall,PRE
1435,41,4,4,4,4,DA,Fall,PRE
1435,49,4,4,3,3,DA,Fall,PRE
1435,21,2,2,2,3,DA,Fall,PRE
1435,22,3,2,2,2,DA,Fall,PRE
1435,29,3,2,2,2,DA,Fall,PRE
1221,25,5,5,5,3,DA,Fall,PRE
1221,30,5,5,4,3,DA,Fall,PRE
1221,34,5,5,5,3,DA,Fall,PRE
1221,35,5,5,5,3,DA,Fall,PRE
1221,40,5,5,5,3,DA,Fall,PRE
1221,41,5,5,5,3,DA,Fall,PRE
1221,49,4,5,5,3,DA,Fall,PRE
1221,22,2,2,3,2,DA,Fall,PRE
1221,24,2,2,3,2,DA,Fall,PRE
1221,27,2,2,3,2,DA,Fall,PRE
1260,33,4,4,4,4,DA,Fall,PRE
1260,37,4,4,4,4,DA,Fall,PRE
1260,46,4,4,4,4,DA,Fall,PRE
1260,22,1,1,1,1,DA,Fall,PRE
1260,36,1,1,1,1,DA,Fall,PRE
1260,67,1,1,1,1,DA,Fall,PRE
1125,23,4,5,3,4,DA,Fall,PRE
1125,31,5,5,3,4,DA,Fall,PRE
1125,32,5,5,4,4,DA,Fall,PRE
1125,70,5,5,4,4,DA,Fall,PRE
1125,22,1,1,2,2,DA,Fall,PRE
1125,24,1,1,2,1,DA,Fall,PRE
1125,36,1,1,2,1,DA,Fall,PRE
1216,46,5,5,5,3,DA,Fall,PRE
1216,50,5,5,5,3,DA,Fall,PRE
1216,70,5,5,5,3,DA,Fall,PRE
1216,22,1,1,1,1,DA,Fall,PRE
1216,36,1,1,1,1,DA,Fall,PRE
1216,44,1,1,1,1,DA,Fall,PRE
1132,21,4,4,4,3,DA,Fall,PRE
1132,25,4,3,4,3,DA,Fall,PRE
1132,32,4,3,4,3,DA,Fall,PRE
1132,49,4,4,3,3,DA,Fall,PRE
1132,57,4,4,3,3,DA,Fall,PRE
1132,28,2,2,2,1,DA,Fall,PRE
1132,34,2,1,2,1,DA,Fall,PRE
1132,38,5,4,4,3,DA,Spring,PRE
1132,58,4,4,4,3,DA,Spring,PRE
1132,61,4,4,4,3,DA,Spring,PRE
1132,63,5,5,5,4,DA,Spring,PRE
1132,69,5,5,5,3,DA,Spring,PRE
1132,23,2,3,3,1,DA,Spring,PRE
1132,48,2,2,3,1,DA,Spring,PRE
1132,50,2,3,3,1,DA,Spring,PRE
1143,23,5,4,4,3,DA,Fall,PRE
1143,25,4,4,3,3,DA,Fall,PRE
1143,27,4,4,4,3,DA,Fall,PRE
1143,40,5,4,4,3,DA,Fall,PRE
1143,61,4,4,4,3,DA,Fall,PRE
1143,31,2,2,2,2,DA,Fall,PRE
1143,32,3,2,3,2,DA,Fall,PRE
1143,33,2,3,2,2,DA,Fall,PRE
1245,25,4,5,4,4,DA,Fall,PRE
1245,29,5,4,5,4,DA,Fall,PRE
1245,44,4,5,5,4,DA,Fall,PRE
1245,47,2,3,2,3,DA,Fall,PRE
1245,48,3,2,3,2,DA,Fall,PRE
1245,60,2,2,2,2,DA,Fall,PRE
